transcript_id,employee_id,name,designation,education,experience,interview_date,interview_transcript,skills_mentioned,overall_score,feedback,hiring_decision,interview_summary
TID0236,EID0236,Kenneth Davis,Reporting Analyst,B.Sc in CS,4 years,2025-01-17,"Interviewer: Tell me about yourself.
Candidate: I think Hello, I'm Kenneth Davis, I completed my B.Sc in CS, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is a JOIN operation in SQL?
Candidate: I think It’s used to merge data — for instance, customer details with their orders.

Interviewer: Describe a difficult situation you handled.
Candidate: During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is SQL?
Candidate: kinda It’s a language used for querying, updating, and managing data stored in databases.
","Python, Excel, NumPy, Statistics, Pandas, Power BI",4.5,Excellent candidate. Recommended.,Hire,"Candidate Kenneth Davis (EID0236) applied for the role of Reporting Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, Excel, NumPy, Statistics, Pandas, Power BI. All mentioned skills supported."
TID0237,EID0237,Hannah Bass,Reporting Analyst,M.Sc in Data Science,2 years,2025-04-12,"Interviewer: Tell me about yourself.
Candidate: I guess Hello, I'm Hannah Bass, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: Why do you want this job?
Candidate: I'm not sure about that.

Interviewer: What is your experience with Power BI?
Candidate: like I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: How do you clean data?
Candidate: umm... I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: What is a JOIN operation in SQL?
Candidate: umm... It’s used to merge data — for instance, customer details with their orders.
","SQL, Excel, NumPy, Statistics, Power BI, Pandas, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Hannah Bass (EID0237) applied for the role of Reporting Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: SQL, Excel, NumPy, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0238,EID0238,Christopher White,Data Engineer,M.Sc in Data Science,3 years,2025-05-27,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Christopher White, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is a JOIN operation in SQL?
Candidate: uhh... JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: What is SQL?
Candidate: I haven’t used that in any of my projects yet.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: Describe a difficult situation you handled.
Candidate: During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.
","Python, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau",4.17,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Christopher White (EID0238) applied for the role of Data Engineer with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, SQL, NumPy, R, Statistics, Pandas, Power BI, Tableau. SQL listed but not confidently answered"
TID0239,EID0239,Nathan Campos,Insights Analyst,MBA with Analytics,2 years,2025-06-23,"Interviewer: Tell me about yourself.
Candidate: you know Hi, I'm Nathan Campos. I studied MBA with Analytics and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: uhh... Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: How do you clean data?
Candidate: I think I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: Why do you want this job?
Candidate: kinda I want to grow in the data field and believe your company offers great learning opportunities.
","SQL, NumPy, R, Statistics, Power BI, Pandas, Tableau",4.67,Excellent candidate. Recommended.,Hire,"Candidate Nathan Campos (EID0239) applied for the role of Insights Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.67/5. Skills mentioned: SQL, NumPy, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0240,EID0240,Kimberly Doyle,Data Science Intern,M.Sc in Data Science,2 years,2025-04-09,"Interviewer: Tell me about yourself.
Candidate: I think My name is Kimberly Doyle and I hold a degree in M.Sc in Data Science. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is your experience with Power BI?
Candidate: Sorry, I haven't learned that yet.

Interviewer: How do you clean data?
Candidate: uhh... I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: I think It’s used to merge data — for instance, customer details with their orders.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is SQL?
Candidate: Sorry, I haven't learned that yet.
","SQL, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau",4.0,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Kimberly Doyle (EID0240) applied for the role of Data Science Intern with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: SQL, Excel, NumPy, R, Statistics, Power BI, Pandas, Tableau. Power BI listed but not confidently answered; SQL listed but not confidently answered"
TID0241,EID0241,Christopher Holder,BI Developer,M.Sc in Data Science,1 years,2025-03-28,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Christopher Holder, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is SQL?
Candidate: sort of SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: Why do you want this job?
Candidate: uhh... I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.
","SQL, Excel, NumPy, R, Statistics, Power BI",4.67,Excellent candidate. Recommended.,Hire,"Candidate Christopher Holder (EID0241) applied for the role of BI Developer with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.67/5. Skills mentioned: SQL, Excel, NumPy, R, Statistics, Power BI. All mentioned skills supported."
TID0242,EID0242,Valerie Foster,Data Analyst,M.Sc in Data Science,0 years,2025-06-01,"Interviewer: Tell me about yourself.
Candidate: My name is Valerie Foster and I hold a degree in M.Sc in Data Science. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is SQL?
Candidate: I guess It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is your experience with Power BI?
Candidate: umm... I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Describe a difficult situation you handled.
Candidate: like During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is a JOIN operation in SQL?
Candidate: like It’s used to merge data — for instance, customer details with their orders.

Interviewer: Why do you want this job?
Candidate: I think This role aligns perfectly with my skill set and career goals in analytics.
","Python, Excel, SQL, NumPy, R, Statistics, Power BI, Pandas",4.33,Excellent candidate. Recommended.,Hire,"Candidate Valerie Foster (EID0242) applied for the role of Data Analyst with M.Sc in Data Science background. They are a Fresher. Performance in the interview was rated 4.33/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Statistics, Power BI, Pandas. All mentioned skills supported."
TID0243,EID0243,Matthew Mann,Senior Data Analyst,B.Sc in CS,2 years,2025-03-01,"Interviewer: Tell me about yourself.
Candidate: My name is Matthew Mann and I hold a degree in B.Sc in CS. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: How do you clean data?
Candidate: you know I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.

Interviewer: Describe a difficult situation you handled.
Candidate: umm... During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.
","Excel, NumPy, R, Power BI, Pandas, Tableau",4.33,Excellent candidate. Recommended.,Hire,"Candidate Matthew Mann (EID0243) applied for the role of Senior Data Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.33/5. Skills mentioned: Excel, NumPy, R, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0244,EID0244,Mrs. Linda Moore,Business Analyst,MBA with Analytics,2 years,2025-05-12,"Interviewer: Tell me about yourself.
Candidate: My name is Mrs. Linda Moore and I hold a degree in MBA with Analytics. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: uhh... JOIN helps bring together different tables so you can analyze related data easily.

Interviewer: What is your experience with Power BI?
Candidate: I haven’t used that in any of my projects yet.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.
","Python, SQL, Excel, NumPy, R, Power BI",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Mrs. Linda Moore (EID0244) applied for the role of Business Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Power BI. Power BI listed but not confidently answered"
TID0245,EID0245,Robert Carr,Data Science Intern,M.Sc in Data Science,4 years,2025-06-03,"Interviewer: Tell me about yourself.
Candidate: I'm not sure about that.

Interviewer: What is a JOIN operation in SQL?
Candidate: I think JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: How do you clean data?
Candidate: I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: What is your experience with Power BI?
Candidate: I think I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: Why do you want this job?
Candidate: kinda I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.
","Python, NumPy, Statistics, Pandas, Power BI, Tableau",4.17,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Robert Carr (EID0245) applied for the role of Data Science Intern with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, NumPy, Statistics, Pandas, Power BI, Tableau. Python listed but not confidently answered"
TID0246,EID0246,John Gibson,Reporting Analyst,B.Sc in CS,1 years,2025-05-25,"Interviewer: Tell me about yourself.
Candidate: umm... Hello, I'm John Gibson, I completed my B.Sc in CS, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I guess I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Describe a difficult situation you handled.
Candidate: sort of During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: Why do you want this job?
Candidate: uhh... I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is SQL?
Candidate: I think SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: How do you clean data?
Candidate: I apply techniques like normalization, encoding categorical values, and outlier detection.
","Python, Excel, SQL, R, Statistics, Power BI, Pandas, Tableau",4.17,Excellent candidate. Recommended.,Hire,"Candidate John Gibson (EID0246) applied for the role of Reporting Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, Excel, SQL, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0247,EID0247,Alexander Anderson,Insights Analyst,B.Sc in CS,5 years,2025-03-09,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Alexander Anderson, I completed my B.Sc in CS, and I love solving analytical problems through data.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: What is SQL?
Candidate: I guess SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: How do you clean data?
Candidate: I haven’t used that in any of my projects yet.

Interviewer: What is a JOIN operation in SQL?
Candidate: kinda JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: Describe a difficult situation you handled.
Candidate: During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.
","Python, Excel, R, Statistics, Pandas, Power BI, Tableau",4.17,Excellent candidate. Recommended.,Hire,"Candidate Alexander Anderson (EID0247) applied for the role of Insights Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, Excel, R, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0248,EID0248,Clarence Carrillo,Reporting Analyst,M.Sc in Data Science,2 years,2025-07-12,"Interviewer: Tell me about yourself.
Candidate: like Hello, I'm Clarence Carrillo, I completed my M.Sc in Data Science, and I love solving analytical problems through data.

Interviewer: What is SQL?
Candidate: uhh... It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.

Interviewer: Why do you want this job?
Candidate: kinda I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is a JOIN operation in SQL?
Candidate: sort of JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.
","Python, Excel, SQL, NumPy, R, Power BI, Pandas",4.5,Excellent candidate. Recommended.,Hire,"Candidate Clarence Carrillo (EID0248) applied for the role of Reporting Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, Excel, SQL, NumPy, R, Power BI, Pandas. All mentioned skills supported."
TID0249,EID0249,Joseph Thompson,Data Analyst,MBA with Analytics,5 years,2025-03-10,"Interviewer: Tell me about yourself.
Candidate: sort of Hello, I'm Joseph Thompson, I completed my MBA with Analytics, and I love solving analytical problems through data.

Interviewer: What is SQL?
Candidate: It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: Describe a difficult situation you handled.
Candidate: like During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.
","SQL, NumPy, R, Statistics, Power BI, Pandas, Tableau",4.67,Excellent candidate. Recommended.,Hire,"Candidate Joseph Thompson (EID0249) applied for the role of Data Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.67/5. Skills mentioned: SQL, NumPy, R, Statistics, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0250,EID0250,Kimberly Brown,Senior Data Analyst,B.Sc in CS,1 years,2025-05-05,"Interviewer: Tell me about yourself.
Candidate: My name is Kimberly Brown and I hold a degree in B.Sc in CS. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: Describe a difficult situation you handled.
Candidate: I guess I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: Why do you want this job?
Candidate: I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is your experience with Power BI?
Candidate: you know I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: How do you clean data?
Candidate: umm... I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is SQL?
Candidate: umm... SQL helps you interact with databases — for example, to retrieve customer records or sales data.
","Python, SQL, Excel, NumPy, Statistics, Power BI, Tableau",4.33,Excellent candidate. Recommended.,Hire,"Candidate Kimberly Brown (EID0250) applied for the role of Senior Data Analyst with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.33/5. Skills mentioned: Python, SQL, Excel, NumPy, Statistics, Power BI, Tableau. All mentioned skills supported."
TID0251,EID0251,William Benson,BI Developer,B.Tech,0 years,2025-03-20,"Interviewer: Tell me about yourself.
Candidate: My name is William Benson and I hold a degree in B.Tech. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.

Interviewer: How do you clean data?
Candidate: I don't remember exactly.

Interviewer: What is SQL?
Candidate: I don't remember exactly.

Interviewer: Why do you want this job?
Candidate: I think This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.
","Python, Excel, Statistics, Pandas, Power BI",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate William Benson (EID0251) applied for the role of BI Developer with B.Tech background. They are a Fresher. Performance in the interview was rated 3.83/5. Skills mentioned: Python, Excel, Statistics, Pandas, Power BI. All mentioned skills supported."
TID0252,EID0252,Angela Yang,Business Analyst,MBA with Analytics,1 years,2025-04-11,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Angela Yang. I studied MBA with Analytics and did internships where I worked on real-world data projects and dashboards.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is SQL?
Candidate: you know SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: How do you clean data?
Candidate: like I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: What is a JOIN operation in SQL?
Candidate: kinda It’s used to merge data — for instance, customer details with their orders.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.
","Python, SQL, Excel, NumPy, Statistics, Pandas, Tableau",4.67,Excellent candidate. Recommended.,Hire,"Candidate Angela Yang (EID0252) applied for the role of Business Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.67/5. Skills mentioned: Python, SQL, Excel, NumPy, Statistics, Pandas, Tableau. All mentioned skills supported."
TID0253,EID0253,Mrs. Anna Richardson DVM,Data Science Intern,B.Tech,3 years,2025-03-10,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Mrs. Anna Richardson DVM, I completed my B.Tech, and I love solving analytical problems through data.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.
","Python, SQL, Excel, NumPy, R, Pandas, Power BI, Tableau",4.0,Excellent candidate. Recommended.,Hire,"Candidate Mrs. Anna Richardson DVM (EID0253) applied for the role of Data Science Intern with B.Tech background. They are a Experienced. Performance in the interview was rated 4.0/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0254,EID0254,Joyce Paul,BI Developer,B.Sc in CS,2 years,2025-05-16,"Interviewer: Tell me about yourself.
Candidate: I'm not sure about that.

Interviewer: Describe a difficult situation you handled.
Candidate: I think During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: How do you clean data?
Candidate: I use Pandas in Python to identify null values, drop irrelevant columns, and correct inconsistent entries.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.
","Python, SQL, Excel, R, Statistics, Pandas, Tableau",4.67,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Joyce Paul (EID0254) applied for the role of BI Developer with B.Sc in CS background. They are a Experienced. Performance in the interview was rated 4.67/5. Skills mentioned: Python, SQL, Excel, R, Statistics, Pandas, Tableau. Python listed but not confidently answered"
TID0255,EID0255,David Marshall,Data Analyst,M.Sc in Data Science,1 years,2025-04-09,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm David Marshall. I studied M.Sc in Data Science and did internships where I worked on real-world data projects and dashboards.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: Why do you want this job?
Candidate: This role aligns perfectly with my skill set and career goals in analytics.

Interviewer: What is SQL?
Candidate: kinda It’s a language used for querying, updating, and managing data stored in databases.

Interviewer: How do you clean data?
Candidate: uhh... I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.
","Python, SQL, Excel, R, Power BI, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate David Marshall (EID0255) applied for the role of Data Analyst with M.Sc in Data Science background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, SQL, Excel, R, Power BI, Tableau. All mentioned skills supported."
TID0256,EID0256,Joseph Williams,Data Analyst,B.Tech,1 years,2025-07-01,"Interviewer: Tell me about yourself.
Candidate: Hi, I'm Joseph Williams. I studied B.Tech and did internships where I worked on real-world data projects and dashboards.

Interviewer: Why do you want this job?
Candidate: I'm not sure about that.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: What is a JOIN operation in SQL?
Candidate: you know It’s used to merge data — for instance, customer details with their orders.

Interviewer: Describe a difficult situation you handled.
Candidate: umm... During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: How do you clean data?
Candidate: sort of I apply techniques like normalization, encoding categorical values, and outlier detection.
","Python, SQL, Excel, NumPy, R, Statistics, Power BI",4.17,Excellent candidate. Recommended.,Hire,"Candidate Joseph Williams (EID0256) applied for the role of Data Analyst with B.Tech background. They are a Experienced. Performance in the interview was rated 4.17/5. Skills mentioned: Python, SQL, Excel, NumPy, R, Statistics, Power BI. All mentioned skills supported."
TID0257,EID0257,Lisa Glover,Data Engineer,B.Tech,4 years,2025-06-29,"Interviewer: Tell me about yourself.
Candidate: umm... Hello, I'm Lisa Glover, I completed my B.Tech, and I love solving analytical problems through data.

Interviewer: Describe a difficult situation you handled.
Candidate: During a group project, a teammate left suddenly, and I took over their tasks to meet the deadline.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: What is a JOIN operation in SQL?
Candidate: It’s used to merge data — for instance, customer details with their orders.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.

Interviewer: Why do you want this job?
Candidate: Sorry, I haven't learned that yet.
","Python, Excel, R, Power BI, Pandas, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Lisa Glover (EID0257) applied for the role of Data Engineer with B.Tech background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: Python, Excel, R, Power BI, Pandas, Tableau. All mentioned skills supported."
TID0258,EID0258,Corey Smith,Data Analyst,B.Tech,3 years,2025-01-28,"Interviewer: Tell me about yourself.
Candidate: Sorry, I haven't learned that yet.

Interviewer: What is SQL?
Candidate: SQL stands for Structured Query Language and is used to manage data in relational databases.

Interviewer: Why do you want this job?
Candidate: kinda I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is your experience with Power BI?
Candidate: I connected Power BI to Excel and SQL databases to create dynamic reports for management.

Interviewer: What is a JOIN operation in SQL?
Candidate: JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: Describe a difficult situation you handled.
Candidate: I'm not sure about that.
","SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau",3.83,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Corey Smith (EID0258) applied for the role of Data Analyst with B.Tech background. They are a Experienced. Performance in the interview was rated 3.83/5. Skills mentioned: SQL, Excel, NumPy, R, Statistics, Pandas, Power BI, Tableau. All mentioned skills supported."
TID0259,EID0259,Joshua Castillo,Business Analyst,B.Tech,2 years,2025-05-17,"Interviewer: Tell me about yourself.
Candidate: Hello, I'm Joshua Castillo, I completed my B.Tech, and I love solving analytical problems through data.

Interviewer: What is a JOIN operation in SQL?
Candidate: I think It’s used to merge data — for instance, customer details with their orders.

Interviewer: Why do you want this job?
Candidate: I’m passionate about data and love solving real-world problems through analysis.

Interviewer: What is your experience with Power BI?
Candidate: I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: What is SQL?
Candidate: I don't remember exactly.

Interviewer: How do you clean data?
Candidate: you know I handle missing values, remove duplicates, and standardize formats during data cleaning.
","Python, Excel, NumPy, R, Statistics, Pandas, Power BI",4.5,Excellent candidate. Recommended.,Hire,"Candidate Joshua Castillo (EID0259) applied for the role of Business Analyst with B.Tech background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, Excel, NumPy, R, Statistics, Pandas, Power BI. All mentioned skills supported."
TID0260,EID0260,Mark Lee PhD,Data Analyst,MBA with Analytics,5 years,2025-06-21,"Interviewer: Tell me about yourself.
Candidate: My name is Mark Lee PhD and I hold a degree in MBA with Analytics. I'm a recent graduate in data science with strong skills in Python and SQL.

Interviewer: What is your experience with Power BI?
Candidate: you know I use Power BI for reporting sales trends and customer analysis with slicers and filters.

Interviewer: What is a JOIN operation in SQL?
Candidate: uhh... JOIN combines rows from two or more tables based on a related column like ID.

Interviewer: Describe a difficult situation you handled.
Candidate: Once I faced a technical glitch hours before a demo, and I quickly built a workaround using Python.

Interviewer: How do you clean data?
Candidate: you know I apply techniques like normalization, encoding categorical values, and outlier detection.

Interviewer: What is SQL?
Candidate: SQL helps you interact with databases — for example, to retrieve customer records or sales data.
","Python, Excel, R, Statistics, Power BI, Tableau",4.5,Excellent candidate. Recommended.,Hire,"Candidate Mark Lee PhD (EID0260) applied for the role of Data Analyst with MBA with Analytics background. They are a Experienced. Performance in the interview was rated 4.5/5. Skills mentioned: Python, Excel, R, Statistics, Power BI, Tableau. All mentioned skills supported."
TID0261,EID0261,Christina Dean,Data Engineer,B.Tech,4 years,2025-06-25,"Interviewer: Tell me about yourself.
Candidate: Sorry, I haven't learned that yet.

Interviewer: What is a JOIN operation in SQL?
Candidate: umm... It’s used to merge data — for instance, customer details with their orders.

Interviewer: Describe a difficult situation you handled.
Candidate: I had to resolve a conflict in the team by mediating and redistributing responsibilities.

Interviewer: How do you clean data?
Candidate: uhh... I handle missing values, remove duplicates, and standardize formats during data cleaning.

Interviewer: Why do you want this job?
Candidate: I want to grow in the data field and believe your company offers great learning opportunities.

Interviewer: What is your experience with Power BI?
Candidate: I’ve built interactive dashboards and used DAX to create KPIs and visualizations.
","Python, Excel, SQL, R, Statistics, Power BI, Pandas",3.67,Not suitable currently. Needs stronger support for mentioned skills.,Reject,"Candidate Christina Dean (EID0261) applied for the role of Data Engineer with B.Tech background. They are a Experienced. Performance in the interview was rated 3.67/5. Skills mentioned: Python, Excel, SQL, R, Statistics, Power BI, Pandas. Python listed but not confidently answered"
